FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost,Profit,OccupancyPct,RouteType,YearMonth
4300,HYD-BOM,HYD,BOM,20-03-2023,392,Boeing 777,250,113,383820.17,347973.7,35846.47,45.2,Domestic,2023-03
4301,BLR-HYD,BLR,HYD,15-04-2023,879,Boeing 777,150,88,290770.58,223932.27,66838.31,58.66666667,Domestic,2023-04
4302,BOM-CCU,BOM,CCU,14-04-2023,279,ATR 72,350,237,643839.21,532460.45,111378.76,67.71428571,Domestic,2023-04
4303,MAA-CMB,MAA,CMB,01-08-2023,149,Airbus A320,250,144,4649874.98,2880991.5,1768883.48,57.6,International,2023-08
4304,BLR-HYD,BLR,HYD,19-03-2023,86,Airbus A320,350,173,631873.83,424802.32,207071.51,49.42857143,Domestic,2023-03
4305,BOM-CCU,BOM,CCU,25-04-2023,100,Boeing 737,180,137,404090.77,230583.04,173507.73,76.11111111,Domestic,2023-04
4306,DEL-CDG,DEL,CDG,27-09-2023,676,Boeing 737,350,258,7204489.28,4266076.46,2938412.82,73.71428571,International,2023-09
4307,BLR-SIN,BLR,SIN,13-12-2023,482,Boeing 777,180,96,2088504.79,1865802.26,222702.53,53.33333333,International,2023-12
4308,BOM-NRT,BOM,NRT,30-10-2023,96,ATR 72,150,73,1697569.19,1260547.09,437022.1,48.66666667,International,2023-10
4309,MAA-CMB,MAA,CMB,23-12-2023,271,Boeing 737,250,239,5617113.91,4542126.83,1074987.08,95.6,International,2023-12
4310,BLR-SIN,BLR,SIN,08-09-2023,115,Boeing 777,120,111,2361651.77,2515051.79,-153400.02,92.5,International,2023-09
4311,CCU-DEL,CCU,DEL,20-12-2023,621,ATR 72,120,93,371827.18,381461.26,-9634.08,77.5,Domestic,2023-12
4312,CCU-KUL,CCU,KUL,29-05-2023,96,Boeing 777,120,61,1880791.92,1916588.91,-35796.99,50.83333333,International,2023-05
4313,BOM-DEL,BOM,DEL,08-05-2023,338,Boeing 777,350,225,551265.46,466291,84974.46,64.28571429,Domestic,2023-05
4314,MAA-BLR,MAA,BLR,23-09-2023,546,Airbus A380,180,86,317168.41,260797.8,56370.61,47.77777778,Domestic,2023-09
4315,DEL-MAA,DEL,MAA,03-07-2023,784,Airbus A380,150,85,330302.97,331472.77,-1169.8,56.66666667,Domestic,2023-07
4316,CCU-DEL,CCU,DEL,02-03-2023,463,Boeing 737,150,120,495291.1,422135.17,73155.93,80,Domestic,2023-03
4317,BOM-CCU,BOM,CCU,17-02-2023,727,Boeing 737,180,154,560875.36,456381.72,104493.64,85.55555556,Domestic,2023-02
4318,BOM-DEL,BOM,DEL,07-04-2023,837,ATR 72,350,227,860029.23,504197.44,355831.79,64.85714286,Domestic,2023-04
4319,BLR-SIN,BLR,SIN,25-08-2023,83,Boeing 737,180,137,3317322.27,3643741.55,-326419.28,76.11111111,International,2023-08
4320,BLR-SIN,BLR,SIN,23-07-2023,762,ATR 72,150,135,2977272.76,3005618.65,-28345.89,90,International,2023-07
4321,CCU-DEL,CCU,DEL,20-12-2023,532,Boeing 737,120,85,317554.99,235297.24,82257.75,70.83333333,Domestic,2023-12
4322,BOM-DEL,BOM,DEL,14-01-2023,653,Airbus A380,120,71,176605.48,141728.32,34877.16,59.16666667,Domestic,2023-01
4323,HYD-BOM,HYD,BOM,04-04-2023,281,Boeing 777,150,134,514338.44,408247.13,106091.31,89.33333333,Domestic,2023-04
4324,MAA-CMB,MAA,CMB,09-09-2023,360,Boeing 777,350,286,8088334.88,7472252.36,616082.52,81.71428571,International,2023-09
4325,BOM-GOI,BOM,GOI,05-05-2023,539,Boeing 777,350,293,1146600.79,969717.56,176883.23,83.71428571,Domestic,2023-05
4326,DEL-MAA,DEL,MAA,26-09-2023,392,ATR 72,150,122,413669.95,311327.59,102342.36,81.33333333,Domestic,2023-09
4327,MAA-BLR,MAA,BLR,02-07-2023,383,Boeing 737,150,116,302271.69,270734.17,31537.52,77.33333333,Domestic,2023-07
4328,BOM-BKK,BOM,BKK,13-01-2023,279,Boeing 777,350,317,10040747.52,6939408.23,3101339.29,90.57142857,International,2023-01
4329,CCU-KUL,CCU,KUL,05-10-2023,634,Airbus A320,350,289,6627284.68,7136397.09,-509112.41,82.57142857,International,2023-10
4330,CCU-DEL,CCU,DEL,16-03-2023,306,ATR 72,120,56,204441.58,162882.03,41559.55,46.66666667,Domestic,2023-03
4331,DEL-FRA,DEL,FRA,06-07-2023,591,Boeing 777,250,168,5374899.44,4624329.11,750570.33,67.2,International,2023-07
4332,CCU-KUL,CCU,KUL,31-12-2023,332,Boeing 737,250,143,4504622.83,2829631.31,1674991.52,57.2,International,2023-12
4333,BLR-SIN,BLR,SIN,27-04-2023,168,Airbus A380,180,113,2545873.54,2075800.86,470072.68,62.77777778,International,2023-04
4334,BLR-SIN,BLR,SIN,20-01-2023,184,Boeing 777,180,129,2589425.17,1584891.77,1004533.4,71.66666667,International,2023-01
4335,MAA-BLR,MAA,BLR,10-05-2023,878,Boeing 737,180,122,412273.41,401570.86,10702.55,67.77777778,Domestic,2023-05
4336,CCU-DEL,CCU,DEL,26-12-2023,448,Boeing 737,120,80,246894.12,150898.35,95995.77,66.66666667,Domestic,2023-12
4337,BLR-SIN,BLR,SIN,16-01-2023,263,Airbus A380,120,59,1717701.05,1356642.31,361058.74,49.16666667,International,2023-01
4338,BOM-DEL,BOM,DEL,20-06-2023,409,Boeing 777,180,117,354643.55,249996.26,104647.29,65,Domestic,2023-06
4339,BLR-SIN,BLR,SIN,14-09-2023,312,Airbus A380,350,297,10060426.62,11225938.89,-1165512.27,84.85714286,International,2023-09
4340,HYD-BOM,HYD,BOM,13-09-2023,522,Boeing 737,180,157,432869.14,465927.79,-33058.65,87.22222222,Domestic,2023-09
4341,MAA-BLR,MAA,BLR,20-11-2023,762,Boeing 777,180,175,686993.87,523835.15,163158.72,97.22222222,Domestic,2023-11
4342,BOM-BKK,BOM,BKK,06-08-2023,89,Boeing 737,150,146,4784186.74,2897444.63,1886742.11,97.33333333,International,2023-08
4343,BOM-BKK,BOM,BKK,26-11-2023,200,Airbus A320,250,215,7384587.39,8353478.21,-968890.82,86,International,2023-11
4344,BLR-SIN,BLR,SIN,28-10-2023,542,Boeing 777,150,122,3632488.49,3581877.18,50611.31,81.33333333,International,2023-10
4345,DEL-FRA,DEL,FRA,17-04-2023,459,ATR 72,150,110,3285898.33,3531855.76,-245957.43,73.33333333,International,2023-04
4346,BOM-NRT,BOM,NRT,16-06-2023,755,Airbus A380,120,116,3338729.92,2354414.43,984315.49,96.66666667,International,2023-06
4347,DEL-CDG,DEL,CDG,21-10-2023,147,Airbus A380,180,84,1823012.48,1209360.11,613652.37,46.66666667,International,2023-10
4348,MAA-BLR,MAA,BLR,10-01-2023,306,Boeing 777,350,274,934765.04,620021.86,314743.18,78.28571429,Domestic,2023-01
4349,CCU-KUL,CCU,KUL,26-08-2023,94,Boeing 737,250,135,3686203.72,3289006,397197.72,54,International,2023-08
4350,BOM-NRT,BOM,NRT,21-06-2023,786,Boeing 737,180,158,4567585.15,3486162.21,1081422.94,87.77777778,International,2023-06
4351,DEL-AMD,DEL,AMD,10-11-2023,826,Airbus A380,250,188,550582.56,578763.64,-28181.08,75.2,Domestic,2023-11
4352,CCU-KUL,CCU,KUL,23-12-2023,774,Boeing 777,250,129,3243308.23,2757765.04,485543.19,51.6,International,2023-12
4353,BOM-DEL,BOM,DEL,27-02-2023,484,Boeing 737,250,139,410169.45,368321.9,41847.55,55.6,Domestic,2023-02
4354,DEL-AMD,DEL,AMD,23-12-2023,829,Boeing 777,350,191,566024.7,351232.94,214791.76,54.57142857,Domestic,2023-12
4355,BOM-BKK,BOM,BKK,31-12-2023,277,ATR 72,150,132,3476673.95,3809280.73,-332606.78,88,International,2023-12
4356,HYD-DXB,HYD,DXB,07-11-2023,558,Boeing 737,120,57,1520437.4,1260555.09,259882.31,47.5,International,2023-11
4357,BLR-HYD,BLR,HYD,06-03-2023,759,ATR 72,180,141,424144.02,336355.29,87788.73,78.33333333,Domestic,2023-03
4358,BOM-CCU,BOM,CCU,03-05-2023,101,Boeing 777,350,213,619258.09,600253.39,19004.7,60.85714286,Domestic,2023-05
4359,DEL-AMD,DEL,AMD,30-03-2023,700,Airbus A320,180,149,565151.5,577757.37,-12605.87,82.77777778,Domestic,2023-03
4360,MAA-CMB,MAA,CMB,14-04-2023,715,Airbus A320,250,134,3755099.1,3128460.08,626639.02,53.6,International,2023-04
4361,DEL-LHR,DEL,LHR,27-07-2023,734,Airbus A380,350,341,7457811.65,5033062.35,2424749.3,97.42857143,International,2023-07
4362,DEL-MAA,DEL,MAA,01-08-2023,393,Airbus A380,180,141,579658.61,483094.36,96564.25,78.33333333,Domestic,2023-08
4363,BOM-CCU,BOM,CCU,24-06-2023,590,ATR 72,150,137,508558.64,299464.54,209094.1,91.33333333,Domestic,2023-06
4364,HYD-DXB,HYD,DXB,28-08-2023,98,ATR 72,350,208,7068963.1,7857896.28,-788933.18,59.42857143,International,2023-08
4365,CCU-KUL,CCU,KUL,23-10-2023,183,Boeing 737,250,128,3137337.79,2480998.1,656339.69,51.2,International,2023-10
4366,MAA-BLR,MAA,BLR,15-07-2023,789,Boeing 737,120,117,461128.07,320332.05,140796.02,97.5,Domestic,2023-07
4367,BOM-NRT,BOM,NRT,23-08-2023,431,Boeing 777,150,125,3066200.6,3375848.85,-309648.25,83.33333333,International,2023-08
4368,CCU-DEL,CCU,DEL,10-12-2023,588,ATR 72,180,173,472723.26,400975.69,71747.57,96.11111111,Domestic,2023-12
4369,CCU-KUL,CCU,KUL,30-05-2023,632,Airbus A380,250,113,3054541.74,2707257.94,347283.8,45.2,International,2023-05
4370,BLR-HYD,BLR,HYD,20-11-2023,210,Boeing 777,150,81,330201.25,212680.8,117520.45,54,Domestic,2023-11
4371,MAA-CMB,MAA,CMB,16-01-2023,623,Airbus A320,150,99,2829050.61,2549918.26,279132.35,66,International,2023-01
4372,DEL-CDG,DEL,CDG,29-07-2023,741,Airbus A380,250,208,4623015.94,3736444.66,886571.28,83.2,International,2023-07
4373,CCU-DEL,CCU,DEL,09-10-2023,280,ATR 72,180,124,389082.36,307961.26,81121.1,68.88888889,Domestic,2023-10
4374,HYD-DXB,HYD,DXB,10-03-2023,171,Boeing 737,120,66,2303093.93,1919472.02,383621.91,55,International,2023-03
4375,BOM-NRT,BOM,NRT,11-01-2023,517,Boeing 737,150,106,3354972.2,2907545.92,447426.28,70.66666667,International,2023-01
4376,HYD-DXB,HYD,DXB,02-08-2023,790,Airbus A380,350,199,4089204.6,4213226.39,-124021.79,56.85714286,International,2023-08
4377,DEL-BLR,DEL,BLR,20-10-2023,587,Airbus A320,180,129,447496.11,426657.08,20839.03,71.66666667,Domestic,2023-10
4378,BOM-BKK,BOM,BKK,09-09-2023,799,Boeing 777,350,239,6247577.07,6000603.02,246974.05,68.28571429,International,2023-09
4379,DEL-CDG,DEL,CDG,29-07-2023,415,Boeing 737,250,218,6561356.24,4667833.27,1893522.97,87.2,International,2023-07
4380,BOM-DXB,BOM,DXB,22-07-2023,384,Airbus A380,150,101,2618678.35,2503951.54,114726.81,67.33333333,International,2023-07
4381,BOM-CCU,BOM,CCU,03-11-2023,582,Airbus A320,350,176,738546.02,526485.65,212060.37,50.28571429,Domestic,2023-11
4382,CCU-KUL,CCU,KUL,23-10-2023,418,Boeing 737,120,66,1650505.87,1038871.53,611634.34,55,International,2023-10
4383,DEL-MAA,DEL,MAA,01-02-2023,250,Airbus A380,150,99,414320.12,284000.22,130319.9,66,Domestic,2023-02
4384,CCU-DEL,CCU,DEL,06-03-2023,821,Airbus A380,180,113,465046.37,359355.38,105690.99,62.77777778,Domestic,2023-03
4385,DEL-FRA,DEL,FRA,25-04-2023,307,Boeing 737,350,326,10231199.57,11760322.14,-1529122.57,93.14285714,International,2023-04
4386,DEL-FRA,DEL,FRA,13-05-2023,854,Boeing 737,250,142,3024333.12,2597794.09,426539.03,56.8,International,2023-05
4387,DEL-MAA,DEL,MAA,28-11-2023,212,Boeing 777,250,165,538154.81,335433.5,202721.31,66,Domestic,2023-11
4388,BOM-DXB,BOM,DXB,29-12-2023,631,Airbus A320,250,213,6096345.04,6950239.69,-853894.65,85.2,International,2023-12
4389,DEL-BLR,DEL,BLR,03-07-2023,274,Airbus A380,250,192,532984.1,336633.72,196350.38,76.8,Domestic,2023-07
4390,BOM-BKK,BOM,BKK,29-04-2023,282,Boeing 777,150,79,2698256.7,2612698.29,85558.41,52.66666667,International,2023-04
4391,BOM-GOI,BOM,GOI,24-09-2023,296,Airbus A380,150,138,538092.25,558655.5,-20563.25,92,Domestic,2023-09
4392,CCU-KUL,CCU,KUL,12-12-2023,240,Airbus A320,180,152,3514006.64,2007225.3,1506781.34,84.44444444,International,2023-12
4393,HYD-BOM,HYD,BOM,30-08-2023,845,Boeing 737,120,88,303716.27,193025.34,110690.93,73.33333333,Domestic,2023-08
4394,CCU-DEL,CCU,DEL,09-05-2023,94,Airbus A320,250,113,311374.28,214827.37,96546.91,45.2,Domestic,2023-05
4395,CCU-DEL,CCU,DEL,16-12-2023,186,ATR 72,350,196,569512.37,449444.47,120067.9,56,Domestic,2023-12
4396,BOM-CCU,BOM,CCU,07-03-2023,428,Airbus A380,350,273,661411.94,548207.32,113204.62,78,Domestic,2023-03
4397,DEL-FRA,DEL,FRA,21-02-2023,666,ATR 72,180,152,4606549.86,2847783.33,1758766.53,84.44444444,International,2023-02
4398,BOM-BKK,BOM,BKK,20-10-2023,734,Airbus A380,350,160,5545384.35,5138908.54,406475.81,45.71428571,International,2023-10
4399,DEL-AMD,DEL,AMD,09-07-2023,782,Boeing 777,180,109,424838.16,270387.26,154450.9,60.55555556,Domestic,2023-07
4400,DEL-LHR,DEL,LHR,08-09-2023,741,ATR 72,150,104,3123198.87,2533057.11,590141.76,69.33333333,International,2023-09
4401,BOM-DEL,BOM,DEL,15-06-2023,271,Airbus A320,250,138,572078.95,647006.93,-74927.98,55.2,Domestic,2023-06
4402,BOM-BKK,BOM,BKK,25-09-2023,602,Boeing 777,350,195,6023046.05,3792542.86,2230503.19,55.71428571,International,2023-09
4403,MAA-CMB,MAA,CMB,20-04-2023,710,ATR 72,120,68,1825950.49,2001437.2,-175486.71,56.66666667,International,2023-04
4404,DEL-FRA,DEL,FRA,13-12-2023,748,ATR 72,150,121,2565749.33,1984290.67,581458.66,80.66666667,International,2023-12
4405,HYD-BOM,HYD,BOM,26-03-2023,156,ATR 72,350,226,779016.9,743583.78,35433.12,64.57142857,Domestic,2023-03
4406,DEL-LHR,DEL,LHR,05-07-2023,858,Boeing 737,120,62,1250865.5,1015136.31,235729.19,51.66666667,International,2023-07
4407,HYD-DXB,HYD,DXB,27-07-2023,713,Boeing 737,250,198,4622767.38,3368141.84,1254625.54,79.2,International,2023-07
4408,BOM-BKK,BOM,BKK,30-08-2023,155,Boeing 777,350,264,7386293.46,5155395.54,2230897.92,75.42857143,International,2023-08
4409,MAA-CMB,MAA,CMB,26-10-2023,426,ATR 72,120,110,2201599.96,1907999.63,293600.33,91.66666667,International,2023-10
4410,BOM-GOI,BOM,GOI,08-06-2023,210,Airbus A380,250,134,346483.01,263840.51,82642.5,53.6,Domestic,2023-06
4411,BLR-SIN,BLR,SIN,04-05-2023,753,Airbus A380,180,100,3014996.56,2408316.81,606679.75,55.55555556,International,2023-05
4412,DEL-CDG,DEL,CDG,06-11-2023,323,ATR 72,180,168,4088356.54,2741805.48,1346551.06,93.33333333,International,2023-11
4413,BOM-NRT,BOM,NRT,28-06-2023,388,Boeing 777,250,160,5068868.54,4773611.66,295256.88,64,International,2023-06
4414,CCU-DEL,CCU,DEL,08-02-2023,541,Boeing 737,350,248,609177.4,389733.56,219443.84,70.85714286,Domestic,2023-02
4415,BOM-CCU,BOM,CCU,09-01-2023,738,Airbus A320,250,237,730980.27,566967.21,164013.06,94.8,Domestic,2023-01
4416,BOM-GOI,BOM,GOI,29-06-2023,813,Airbus A380,250,139,509860.11,337289.04,172571.07,55.6,Domestic,2023-06
4417,CCU-DEL,CCU,DEL,26-05-2023,577,Airbus A380,180,134,465931.55,274520.86,191410.69,74.44444444,Domestic,2023-05
4418,BLR-SIN,BLR,SIN,03-01-2023,876,Boeing 737,350,180,5228662,3824338.65,1404323.35,51.42857143,International,2023-01
4419,HYD-DXB,HYD,DXB,09-08-2023,465,Boeing 737,250,140,4603601.15,2958049.23,1645551.92,56,International,2023-08
4420,DEL-AMD,DEL,AMD,05-06-2023,833,Airbus A380,350,321,1133229.37,757701.38,375527.99,91.71428571,Domestic,2023-06
4421,CCU-KUL,CCU,KUL,21-09-2023,425,ATR 72,180,141,3410916.5,2867237.93,543678.57,78.33333333,International,2023-09
4422,BOM-BKK,BOM,BKK,30-01-2023,865,ATR 72,120,92,2523995.4,2779106.46,-255111.06,76.66666667,International,2023-01
4423,DEL-AMD,DEL,AMD,29-12-2023,732,Boeing 777,350,177,515780.73,516160.49,-379.76,50.57142857,Domestic,2023-12
4424,HYD-BOM,HYD,BOM,20-05-2023,488,Airbus A380,350,312,891975.2,754838.06,137137.14,89.14285714,Domestic,2023-05
4425,CCU-DEL,CCU,DEL,19-12-2023,299,ATR 72,250,214,853416.93,850447.19,2969.74,85.6,Domestic,2023-12
4426,BOM-DXB,BOM,DXB,08-03-2023,573,ATR 72,120,95,2454312.28,1857576.47,596735.81,79.16666667,International,2023-03
4427,BOM-CCU,BOM,CCU,11-10-2023,255,Airbus A380,350,305,898315.66,736273.86,162041.8,87.14285714,Domestic,2023-10
4428,BOM-CCU,BOM,CCU,31-10-2023,601,ATR 72,350,201,643422.92,448663.28,194759.64,57.42857143,Domestic,2023-10
4429,MAA-BLR,MAA,BLR,01-07-2023,104,ATR 72,250,179,629032.02,535946.82,93085.2,71.6,Domestic,2023-07
4430,BLR-SIN,BLR,SIN,22-03-2023,824,Boeing 777,120,63,1302599.48,1389019.48,-86420,52.5,International,2023-03
4431,BOM-NRT,BOM,NRT,11-12-2023,459,Boeing 777,250,218,7474027.12,4852435.4,2621591.72,87.2,International,2023-12
4432,HYD-BOM,HYD,BOM,02-06-2023,853,Airbus A320,180,104,325547.11,243504.67,82042.44,57.77777778,Domestic,2023-06
4433,BLR-HYD,BLR,HYD,06-04-2023,899,Boeing 737,180,118,457908.46,390432.14,67476.32,65.55555556,Domestic,2023-04
4434,BOM-CCU,BOM,CCU,03-01-2023,593,ATR 72,120,67,265454.44,212831.95,52622.49,55.83333333,Domestic,2023-01
4435,DEL-AMD,DEL,AMD,15-07-2023,497,Boeing 737,180,137,343250.32,287013.44,56236.88,76.11111111,Domestic,2023-07
4436,MAA-BLR,MAA,BLR,14-08-2023,342,Airbus A380,250,209,720864,680671.55,40192.45,83.6,Domestic,2023-08
4437,BOM-CCU,BOM,CCU,07-08-2023,143,Airbus A320,150,76,228642.4,260882.76,-32240.36,50.66666667,Domestic,2023-08
4438,HYD-BOM,HYD,BOM,22-10-2023,895,Airbus A380,180,174,590251.23,469406.26,120844.97,96.66666667,Domestic,2023-10
4439,HYD-DXB,HYD,DXB,31-12-2023,778,Boeing 737,350,324,6695854.28,6847832.36,-151978.08,92.57142857,International,2023-12
4440,DEL-AMD,DEL,AMD,04-03-2023,381,ATR 72,350,198,552422.98,347260.43,205162.55,56.57142857,Domestic,2023-03
4441,MAA-CMB,MAA,CMB,01-08-2023,791,Airbus A380,120,60,1401082.08,1034386.96,366695.12,50,International,2023-08
4442,BOM-DEL,BOM,DEL,14-01-2023,231,ATR 72,180,155,506455.77,518555.54,-12099.77,86.11111111,Domestic,2023-01
4443,BOM-DEL,BOM,DEL,24-02-2023,91,Boeing 737,150,135,520987.17,554169.04,-33181.87,90,Domestic,2023-02
4444,BLR-HYD,BLR,HYD,05-10-2023,154,Boeing 777,350,167,625550.69,589547.35,36003.34,47.71428571,Domestic,2023-10
4445,BOM-CCU,BOM,CCU,03-11-2023,362,ATR 72,350,300,782605.32,859307.2,-76701.88,85.71428571,Domestic,2023-11
4446,DEL-LHR,DEL,LHR,19-01-2023,424,Boeing 777,120,90,2706987.99,2690250.7,16737.29,75,International,2023-01
4447,BOM-NRT,BOM,NRT,24-04-2023,650,Airbus A380,350,238,6550948.78,6727641.13,-176692.35,68,International,2023-04
4448,CCU-KUL,CCU,KUL,09-02-2023,554,Boeing 737,350,159,3922185.45,4387954.16,-465768.71,45.42857143,International,2023-02
4449,DEL-CDG,DEL,CDG,15-04-2023,784,Airbus A320,350,325,11151828.98,11804027.84,-652198.86,92.85714286,International,2023-04
4450,DEL-LHR,DEL,LHR,09-01-2023,562,Boeing 737,350,235,5241786.31,4741693.35,500092.96,67.14285714,International,2023-01
4451,CCU-DEL,CCU,DEL,13-03-2023,136,Airbus A320,180,135,363655.99,229416.56,134239.43,75,Domestic,2023-03
4452,BOM-NRT,BOM,NRT,16-05-2023,102,Boeing 737,150,105,3165050.4,3517574.56,-352524.16,70,International,2023-05
4453,CCU-KUL,CCU,KUL,11-09-2023,431,ATR 72,350,222,4954483.41,4059602.16,894881.25,63.42857143,International,2023-09
4454,MAA-CMB,MAA,CMB,04-01-2023,457,Airbus A380,120,58,1958781.03,2190612.66,-231831.63,48.33333333,International,2023-01
4455,BOM-GOI,BOM,GOI,01-08-2023,867,Airbus A320,120,95,384781.36,441269.73,-56488.37,79.16666667,Domestic,2023-08
4456,BOM-NRT,BOM,NRT,09-07-2023,135,Airbus A380,180,127,2717741.07,1674401.51,1043339.56,70.55555556,International,2023-07
4457,MAA-CMB,MAA,CMB,09-08-2023,109,Boeing 737,350,172,3753312.12,3707967.92,45344.2,49.14285714,International,2023-08
4458,HYD-BOM,HYD,BOM,14-12-2023,689,ATR 72,150,83,226407.18,173044.44,53362.74,55.33333333,Domestic,2023-12
4459,HYD-DXB,HYD,DXB,11-09-2023,654,Airbus A320,120,81,1803031.75,1116100.57,686931.18,67.5,International,2023-09
4460,DEL-AMD,DEL,AMD,06-12-2023,409,ATR 72,250,186,676583.03,656737.71,19845.32,74.4,Domestic,2023-12
4461,BLR-HYD,BLR,HYD,11-01-2023,656,Airbus A380,120,90,281538.94,247344.28,34194.66,75,Domestic,2023-01
4462,DEL-AMD,DEL,AMD,03-07-2023,91,Boeing 777,150,74,196378.77,113776.34,82602.43,49.33333333,Domestic,2023-07
4463,CCU-DEL,CCU,DEL,05-08-2023,66,ATR 72,120,79,228574.92,139872.12,88702.8,65.83333333,Domestic,2023-08
4464,MAA-CMB,MAA,CMB,07-01-2023,319,Boeing 777,250,223,7391701.1,7176466.19,215234.91,89.2,International,2023-01
4465,DEL-CDG,DEL,CDG,13-09-2023,164,Boeing 777,120,105,2969102.09,2053583.82,915518.27,87.5,International,2023-09
4466,BOM-BKK,BOM,BKK,16-10-2023,393,Boeing 777,180,135,3413603.76,3557439.94,-143836.18,75,International,2023-10
4467,BOM-DEL,BOM,DEL,30-10-2023,756,Boeing 777,350,163,634045.94,612099.39,21946.55,46.57142857,Domestic,2023-10
4468,DEL-FRA,DEL,FRA,15-05-2023,408,Airbus A380,250,191,4451556.54,4099627.99,351928.55,76.4,International,2023-05
4469,MAA-CMB,MAA,CMB,28-06-2023,645,Boeing 737,250,146,4252371.04,3038352.13,1214018.91,58.4,International,2023-06
4470,DEL-AMD,DEL,AMD,15-03-2023,741,ATR 72,120,72,219337.64,243014.62,-23676.98,60,Domestic,2023-03
4471,DEL-FRA,DEL,FRA,09-08-2023,243,Boeing 777,150,121,3558187.87,2571121.15,987066.72,80.66666667,International,2023-08
4472,BLR-SIN,BLR,SIN,19-07-2023,679,Boeing 737,350,307,7039131.28,4275819.85,2763311.43,87.71428571,International,2023-07
4473,DEL-AMD,DEL,AMD,11-09-2023,202,ATR 72,250,128,535118.25,510169.77,24948.48,51.2,Domestic,2023-09
4474,BLR-SIN,BLR,SIN,23-09-2023,387,ATR 72,120,62,1967555.71,1892451.99,75103.72,51.66666667,International,2023-09
4475,DEL-MAA,DEL,MAA,08-11-2023,885,Airbus A380,250,123,463144.07,362256.35,100887.72,49.2,Domestic,2023-11
4476,MAA-CMB,MAA,CMB,24-07-2023,505,Boeing 737,150,92,2560488.87,1823173.03,737315.84,61.33333333,International,2023-07
4477,BLR-SIN,BLR,SIN,08-10-2023,668,Airbus A380,250,198,4331059.86,3342480.95,988578.91,79.2,International,2023-10
4478,BOM-GOI,BOM,GOI,12-09-2023,823,Airbus A380,180,85,213624.54,164139.22,49485.32,47.22222222,Domestic,2023-09
4479,CCU-KUL,CCU,KUL,09-03-2023,271,Boeing 737,150,93,2241555.39,2525368.52,-283813.13,62,International,2023-03
4480,BOM-DXB,BOM,DXB,19-03-2023,409,Airbus A380,120,54,1340033.56,1409916.9,-69883.34,45,International,2023-03
4481,DEL-CDG,DEL,CDG,08-06-2023,674,Airbus A380,120,82,1772840.6,1991740.26,-218899.66,68.33333333,International,2023-06
4482,DEL-BLR,DEL,BLR,23-06-2023,851,Airbus A320,120,93,375231.45,408348.04,-33116.59,77.5,Domestic,2023-06
4483,BOM-DXB,BOM,DXB,12-04-2023,845,Boeing 737,150,124,3437966.07,2657135.61,780830.46,82.66666667,International,2023-04
4484,BOM-BKK,BOM,BKK,09-01-2023,397,ATR 72,350,200,5991644.94,4166111.99,1825532.95,57.14285714,International,2023-01
4485,DEL-MAA,DEL,MAA,31-12-2023,186,Boeing 737,350,173,460939.67,496389.81,-35450.14,49.42857143,Domestic,2023-12
4486,MAA-BLR,MAA,BLR,13-05-2023,822,Airbus A320,120,104,301485.05,292141.9,9343.15,86.66666667,Domestic,2023-05
4487,BOM-CCU,BOM,CCU,24-05-2023,91,ATR 72,250,180,517937.5,566706.63,-48769.13,72,Domestic,2023-05
4488,CCU-DEL,CCU,DEL,15-12-2023,710,Airbus A380,250,190,642045.1,618613.55,23431.55,76,Domestic,2023-12
4489,DEL-AMD,DEL,AMD,24-01-2023,834,Airbus A320,120,113,358068.9,310997.95,47070.95,94.16666667,Domestic,2023-01
4490,HYD-BOM,HYD,BOM,17-02-2023,282,Airbus A380,350,331,1310061.25,1428911.03,-118849.78,94.57142857,Domestic,2023-02
4491,HYD-DXB,HYD,DXB,11-02-2023,574,Boeing 737,120,115,3686931.85,3281801.63,405130.22,95.83333333,International,2023-02
4492,DEL-MAA,DEL,MAA,09-06-2023,226,Airbus A380,180,175,583585.26,536858.31,46726.95,97.22222222,Domestic,2023-06
4493,BOM-BKK,BOM,BKK,22-04-2023,755,Boeing 777,180,129,3453959.23,2484586.44,969372.79,71.66666667,International,2023-04
4494,DEL-LHR,DEL,LHR,07-03-2023,487,Airbus A320,180,128,4384672.43,2789632.3,1595040.13,71.11111111,International,2023-03
4495,CCU-KUL,CCU,KUL,17-11-2023,212,Boeing 777,180,109,2483585.84,2318767,164818.84,60.55555556,International,2023-11
4496,CCU-DEL,CCU,DEL,17-06-2023,179,Boeing 737,250,241,873194.57,876980.95,-3786.38,96.4,Domestic,2023-06
4497,MAA-CMB,MAA,CMB,13-01-2023,399,Boeing 737,150,87,2217008,1956313.04,260694.96,58,International,2023-01
4498,HYD-DXB,HYD,DXB,06-04-2023,583,Airbus A380,150,68,1627235.7,1282304.15,344931.55,45.33333333,International,2023-04
4499,BOM-BKK,BOM,BKK,14-07-2023,447,Boeing 737,350,181,5102341.02,4322123.4,780217.62,51.71428571,International,2023-07
4500,BOM-DXB,BOM,DXB,28-12-2023,773,ATR 72,250,122,3657181.46,2133487.51,1523693.95,48.8,International,2023-12
4501,CCU-KUL,CCU,KUL,10-06-2023,272,Boeing 737,150,124,3205448.29,2455195.94,750252.35,82.66666667,International,2023-06
